galgame_id	workno	score	matched_field
2223	VJ012388	1.00	ja
2230	VJ007718	1.00	ja
2231	RJ268893	1.00	ja
2234	VJ009035	1.00	ja
2235	VJ011726	1.00	ja
2240	RJ426948	1.00	ja
2241	VJ005183	1.00	ja
2242	VJ006254	1.00	alias
2244	RJ159877	1.00	ja
2246	VJ010588	1.00	ja
2247	VJ008185	1.00	ja
2249	RJ091388	1.00	ja
2251	VJ004370	0.87	ja
2254	RJ164037	1.00	ja
2255	RJ315204	1.00	ja
2256	VJ013223	1.00	ja
2257	RJ096364	1.00	alias
2258	VJ006462	1.00	ja
2259	RJ172534	1.00	ja
2260	VJ007336	1.00	ja
2262	VJ006759	1.00	ja
2263	VJ012893	1.00	ja
2264	VJ014783	1.00	ja
2265	VJ009829	1.00	ja
2266	VJ012252	1.00	ja
2267	VJ011560	1.00	ja
2270	VJ008301	1.00	ja
2271	VJ010850	1.00	ja
2272	RJ247829	1.00	ja
2274	VJ015453	1.00	ja
2275	VJ014882	1.00	ja
2277	VJ008957	1.00	ja
2278	VJ010992	1.00	ja
2279	VJ009830	1.00	ja
2284	RJ134347	1.00	ja
2286	VJ012675	1.00	ja
2287	VJ005686	1.00	ja
2289	VJ008230	1.00	ja
2290	VJ011181	1.00	ja
2291	RJ250899	1.00	ja
2292	RJ273017	1.00	ja
2299	VJ009526	1.00	ja
2301	VJ011132	1.00	ja
2302	VJ008936	1.00	ja
2308	VJ007582	1.00	en
2310	RJ138693	1.00	ja
2311	VJ011107	1.00	ja
2312	VJ008068	1.00	ja
2313	VJ008244	1.00	ja
2314	VJ007739	1.00	ja
2317	VJ005234	1.00	ja
2319	VJ011572	1.00	ja
2320	VJ005964	1.00	ja
2321	VJ008385	1.00	ja
2322	VJ012230	1.00	ja
2323	VJ002823	1.00	ja
2326	VJ010060	1.00	ja
2327	VJ004298	1.00	ja
2329	VJ013956	1.00	ja
2331	RJ415272	1.00	ja
2332	RJ004544	1.00	ja
2334	VJ008984	1.00	ja
2336	VJ010851	1.00	ja
2339	RJ291643	1.00	ja
2340	VJ009623	1.00	ja
2341	VJ013969	1.00	ja
2342	VJ007473	1.00	ja
2343	VJ007934	1.00	ja
2344	VJ013361	1.00	ja
2346	VJ005618	1.00	ja
2347	VJ010316	1.00	ja
2348	VJ011827	1.00	ja
2350	VJ010661	1.00	ja
2352	RJ124882	1.00	ja
2353	RJ142715	1.00	ja
2354	RJ093698	1.00	ja
2355	RJ161509	1.00	ja
2357	VJ011712	1.00	ja
2359	RJ177172	1.00	ja
2360	VJ008150	1.00	ja
2362	VJ013787	1.00	ja
2363	VJ013788	1.00	ja
2366	VJ007546	1.00	en
2368	VJ013487	1.00	ja
2369	RJ155836	1.00	ja
2370	VJ015737	1.00	ja
2372	RJ096641	1.00	ja
2376	VJ010926	1.00	ja
2379	RJ180940	1.00	en
2380	RJ214946	1.00	en
2382	VJ013363	1.00	ja
2384	VJ010313	1.00	ja
2385	VJ013226	1.00	ja
2386	VJ007092	1.00	ja
2389	RJ130997	1.00	ja
2391	VJ010294	1.00	ja
2392	VJ007564	1.00	ja
2393	VJ013076	1.00	ja
2395	RJ086631	1.00	ja
2396	VJ012587	1.00	ja
2397	RJ01097460	1.00	ja
2398	VJ010386	1.00	ja
2400	VJ009452	1.00	ja
2401	VJ009036	1.00	ja
2402	RJ110629	1.00	ja
2404	VJ015354	1.00	ja
2405	RJ111899	1.00	ja
2406	RJ161810	1.00	ja
2410	RJ166125	1.00	ja
2411	VJ013644	1.00	ja
2412	VJ006804	1.00	ja
2413	VJ007447	1.00	ja
2415	VJ007738	1.00	ja
2418	RJ085217	1.00	ja
2419	RJ435672	1.00	ja
2420	RJ203143	1.00	ja
2423	VJ012970	1.00	ja
2424	RJ01104618	1.00	ja
2425	VJ006873	1.00	ja
2431	VJ008695	1.00	ja
2432	RJ304660	1.00	ja
2434	RJ286753	1.00	ja
2435	VJ008326	1.00	ja
2443	VJ007272	1.00	ja
2446	RJ290854	1.00	ja
2447	VJ006750	1.00	ja
2449	RJ089706	1.00	ja
2454	VJ006857	1.00	ja
2456	VJ005960	0.90	ja
2457	VJ004544	1.00	ja
2458	VJ011366	1.00	ja
2459	VJ008395	1.00	ja
2460	RJ124952	1.00	ja
2461	RJ137561	1.00	ja
2462	RJ01079137	1.00	ja
2463	RJ316624	1.00	ja
2465	VJ006194	1.00	ja
2466	VJ005184	1.00	ja
2468	VJ009070	1.00	ja
2470	VJ008115	1.00	ja
2472	RJ102086	1.00	ja
2473	RJ153048	1.00	ja
2474	RJ304662	1.00	ja
2475	VJ010308	1.00	ja
2477	VJ002244	1.00	ja
2478	VJ003488	1.00	ja
2479	VJ009278	1.00	ja
2483	RJ244828	1.00	ja
2484	VJ014642	1.00	ja
2487	VJ009445	1.00	ja
2489	RJ114493	1.00	ja
2490	RJ01279330	1.00	ja
2491	VJ008517	1.00	ja
2492	VJ013789	1.00	ja
2493	VJ004569	0.67	alias
2494	RJ352848	1.00	ja
2497	VJ005874	1.00	ja
2499	VJ004473	1.00	ja
2500	RJ241853	1.00	ja
2502	RJ327292	1.00	ja
2503	VJ011217	1.00	ja
2504	VJ006427	1.00	ja
2505	VJ013104	1.00	ja
2509	VJ007871	1.00	ja
2510	VJ008003	1.00	ja
2512	VJ012335	1.00	ja
2513	VJ013726	1.00	ja
2515	VJ014958	1.00	ja
2519	VJ010844	1.00	ja
2520	RJ365031	1.00	ja
2526	VJ006327	1.00	ja
2527	RJ265100	1.00	ja
2529	VJ010083	1.00	en
2530	VJ011543	1.00	en
2532	RJ01095944	1.00	ja
2533	RJ292818	1.00	ja
2534	RJ01326398	1.00	ja
2535	VJ013364	1.00	ja
2536	RJ259033	1.00	ja
2539	RJ01356568	1.00	ja
2541	VJ001584	1.00	ja
2542	RJ108459	1.00	en
2543	VJ004768	1.00	ja
2548	VJ009565	1.00	ja
2549	RJ240620	1.00	ja
2555	VJ012106	1.00	ja
2556	VJ010187	1.00	ja
2557	VJ003801	1.00	en
2559	VJ008264	1.00	ja
2562	RJ173284	1.00	ja
2566	RJ144963	1.00	ja
2568	RJ233212	1.00	ja
2569	RJ042036	1.00	alias
2570	RJ109012	1.00	alias
2571	RJ132987	1.00	alias
2572	RJ162925	1.00	ja
2574	RJ293627	1.00	ja
2575	RJ244826	1.00	ja
2576	VJ009069	1.00	ja
2579	VJ008991	1.00	ja
2580	VJ010808	1.00	ja
2581	VJ015134	1.00	ja
2583	RJ132065	1.00	ja
2584	RJ229653	1.00	ja
2586	VJ010055	1.00	ja
2588	RJ229654	1.00	ja
2589	VJ009548	1.00	ja
2592	VJ009775	1.00	ja
2594	RJ081000	1.00	ja
2595	RJ01356482	1.00	ja
2598	RJ068375	1.00	ja
2600	RJ059004	1.00	ja
2601	RJ317017	1.00	ja
2606	VJ010847	1.00	ja
2609	RJ165050	1.00	ja
2612	VJ012518	1.00	ja
2616	RJ182003	1.00	ja
2619	RJ155822	1.00	ja
2624	RJ01050320	1.00	ja
2625	VJ009987	1.00	ja
2627	RJ01049094	1.00	ja
2628	VJ007108	1.00	ja
2629	RJ322248	1.00	ja
2630	RJ038471	1.00	ja
2632	RJ129308	1.00	ja
2635	VJ008022	1.00	ja
2636	VJ011307	1.00	ja
2637	VJ008485	1.00	ja
2639	RJ173283	1.00	ja
2640	RJ218630	1.00	ja
2641	RJ141577	1.00	ja
2642	VJ013207	1.00	ja
2644	RJ141894	1.00	ja
2645	VJ014377	1.00	ja
2647	VJ012751	1.00	ja
2648	VJ013631	1.00	ja
2649	RJ162255	1.00	ja
2650	VJ015042	1.00	ja
2651	RJ01059372	1.00	ja
2652	VJ009052	1.00	ja
2653	RJ133020	1.00	ja
2654	RJ164241	1.00	ja
2655	VJ013645	1.00	ja
2657	VJ011055	1.00	ja
2658	VJ012834	1.00	ja
2659	RJ138261	1.00	ja
2660	RJ01091982	1.00	ja
2661	RJ249406	1.00	ja
2662	VJ008300	1.00	en
2663	VJ006990	1.00	en
2664	VJ006484	1.00	en
2665	VJ012384	1.00	ja
2666	RJ179494	1.00	ja
2667	RJ183051	1.00	ja
2668	VJ001779	1.00	ja
2671	RJ190834	1.00	ja
2673	RJ088072	1.00	ja
2680	VJ009985	1.00	ja
2681	RJ275678	1.00	ja
2682	RJ01011214	1.00	ja
2688	RJ071090	1.00	ja
2690	VJ001714	0.77	alias
2691	VJ008151	1.00	ja
2692	VJ008887	1.00	ja
2693	VJ010147	1.00	ja
2694	VJ010278	1.00	ja
2695	VJ010367	1.00	ja
2696	VJ011897	1.00	ja
2697	VJ012643	1.00	ja
2698	RJ01030254	1.00	ja
2705	RJ249409	1.00	ja
2706	VJ014454	1.00	ja
2717	RJ218379	1.00	ja
2718	VJ011952	1.00	ja
2719	VJ011990	1.00	ja
2720	VJ012323	1.00	ja
2721	VJ012446	1.00	ja
2723	VJ012880	1.00	ja
2724	RJ150381	0.98	ja
2732	VJ007019	1.00	ja
2733	VJ005866	1.00	ja
2734	VJ005931	1.00	ja
2735	VJ006055	1.00	ja
2736	VJ005932	1.00	ja
2737	RJ168013	1.00	ja
2738	RJ017627	1.00	alias
2739	VJ005748	1.00	ja
2740	VJ006782	1.00	ja
2741	VJ007329	1.00	ja
2742	VJ008624	1.00	ja
2743	VJ009875	1.00	ja
2744	VJ009876	1.00	ja
2745	VJ011199	1.00	ja
2746	RJ148820	1.00	ja
2749	VJ012108	1.00	ja
2750	VJ012237	1.00	ja
2751	VJ013224	1.00	ja
2753	RJ112530	1.00	ja
2764	RJ01376875	1.00	ja
2765	RJ212459	1.00	ja
2767	RJ206728	1.00	ja
2769	RJ055320	1.00	ja
2778	RJ249408	1.00	ja
2784	VJ004330	1.00	ja
2785	RJ161461	1.00	ja
2789	VJ009687	1.00	ja
2792	RJ218381	1.00	ja
2798	VJ010320	1.00	ja
2799	VJ002397	0.93	ja
2801	VJ011034	1.00	ja
2802	VJ010141	1.00	ja
2807	RJ187513	1.00	ja
2816	VJ006445	1.00	ja
2818	VJ010905	1.00	ja
2819	VJ006446	1.00	alias
2820	RJ233076	1.00	ja
2821	RJ085620	1.00	ja
2822	RJ229655	1.00	ja
2833	VJ011198	1.00	alias
2838	RJ236737	1.00	ja
2842	RJ123839	1.00	ja
2843	VJ005131	1.00	ja
2849	VJ004426	1.00	ja
2860	VJ004358	1.00	ja
2870	VJ007987	1.00	ja
2872	RJ070365	1.00	ja
2874	VJ009208	1.00	ja
2875	VJ009210	1.00	ja
2888	VJ011291	1.00	ja
2890	VJ009202	1.00	ja
2894	VJ007470	1.00	ja
2896	VJ007518	1.00	ja
2899	RJ184574	1.00	ja
2900	RJ103765	1.00	ja
2901	VJ009203	1.00	ja
2904	VJ009204	1.00	ja
2905	VJ009205	1.00	ja
2906	VJ009206	1.00	ja
2907	VJ009207	1.00	ja
2908	VJ009209	1.00	ja
2910	RJ087177	1.00	ja
2911	RJ058528	1.00	ja
2912	RJ054616	1.00	ja
2913	RJ081412	1.00	ja
2914	RJ142794	1.00	ja
2915	VJ005275	1.00	ja
2916	VJ007860	1.00	ja
2917	RJ294175	1.00	ja
2919	RJ044694	1.00	ja
2920	VJ006392	1.00	ja
2921	VJ006176	1.00	ja
2926	VJ007523	1.00	en
2927	VJ009993	1.00	ja
2930	VJ004563	1.00	ja
2933	VJ003877	1.00	ja
2934	VJ005893	1.00	ja
2935	VJ005786	1.00	ja
2939	VJ009514	1.00	en
2942	VJ014326	1.00	ja
2946	VJ010792	1.00	ja
2947	VJ007083	1.00	ja
2948	VJ010258	1.00	ja
2949	VJ008777	1.00	ja
2950	VJ007014	1.00	ja
2952	VJ004247	1.00	ja
2953	VJ008886	1.00	ja
2954	VJ009504	1.00	ja
2955	VJ010110	1.00	ja
2956	VJ011347	1.00	ja
2957	VJ011682	1.00	ja
2958	VJ012442	1.00	ja
2959	RJ190754	1.00	ja
2962	VJ002605	0.76	ja
2963	VJ012441	1.00	ja
2964	VJ012922	1.00	ja
2966	VJ008290	1.00	ja
2967	VJ013461	1.00	ja
2968	VJ013432	1.00	ja
2969	VJ013462	1.00	ja
2974	RJ131252	1.00	ja
2976	VJ006031	1.00	ja
2980	VJ001640	1.00	ja
2983	RJ083771	1.00	ja
2985	VJ007826	1.00	ja
2987	VJ012022	1.00	ja
2988	VJ012767	1.00	ja
2995	VJ008785	1.00	ja
3002	VJ009065	1.00	ja
3004	VJ001643	1.00	ja
3005	VJ001642	1.00	ja
3008	VJ010623	1.00	ja
3009	VJ010617	1.00	ja
3011	VJ012553	1.00	ja
3013	VJ011783	0.75	ja
3014	VJ013585	1.00	ja
3015	VJ009413	1.00	ja
3017	VJ008829	1.00	ja
3018	VJ004949	0.91	ja
3019	VJ008302	1.00	ja
3021	VJ001641	1.00	ja
3023	VJ002448	1.00	ja
3024	VJ002447	1.00	alias
3025	VJ002142	0.92	ja
3026	VJ009615	1.00	ja
3029	VJ012654	1.00	alias
3032	VJ002278	1.00	ja
3034	RJ257172	1.00	ja
3035	VJ013905	1.00	ja
3037	VJ014801	1.00	en
3038	VJ014948	1.00	en
3040	RJ090148	1.00	ja
3043	VJ002141	1.00	ja
3044	VJ002452	1.00	ja
3046	VJ011906	1.00	ja
3050	VJ002529	1.00	ja
3051	VJ003485	1.00	ja
3053	VJ009513	1.00	ja
3054	VJ006634	1.00	alias
3055	RJ062756	1.00	ja
3058	RJ342715	1.00	ja
3059	RJ105834	1.00	en
3068	RJ01333591	1.00	ja
3072	RJ175431	1.00	ja
3075	VJ008606	1.00	ja
3082	VJ012389	1.00	alias
3087	VJ004666	1.00	ja
3088	VJ009538	1.00	ja
3090	VJ008538	1.00	ja
3095	RJ437725	1.00	ja
3096	VJ010399	1.00	ja
3097	VJ011404	1.00	ja
3098	VJ012229	1.00	ja
3099	VJ013032	1.00	ja
3103	RJ105046	1.00	ja
3104	VJ012409	1.00	ja
3106	VJ013424	1.00	ja
3107	VJ010740	1.00	ja
3109	VJ005894	1.00	ja
3110	RJ101066	1.00	ja
3111	VJ006426	1.00	en
3113	RJ255493	1.00	ja
3115	RJ01407125	0.94	ja
3117	VJ010529	1.00	ja
3120	RJ198131	1.00	ja
3121	VJ005942	0.67	en
3122	RJ050526	1.00	ja
3123	RJ352852	1.00	ja
3124	RJ322556	1.00	ja
3126	RJ01083748	1.00	ja
3128	RJ275677	1.00	ja
3129	VJ010842	1.00	ja
3131	VJ006972	1.00	en
3132	VJ006904	1.00	zh
3133	VJ004740	1.00	en
3135	VJ002304	1.00	ja
3138	RJ080542	1.00	ja
3139	VJ012440	1.00	ja
3140	VJ012084	1.00	ja
3141	RJ059538	1.00	ja
3142	RJ067296	1.00	ja
3143	RJ073220	1.00	ja
3145	VJ011763	1.00	ja
3146	VJ015296	1.00	ja
3148	VJ007414	0.97	alias
3149	RJ316614	1.00	ja
3153	VJ013237	1.00	ja
3154	VJ014013	1.00	ja
3155	RJ399957	1.00	ja
3156	VJ012037	1.00	ja
3158	VJ014711	1.00	ja
3159	VJ015297	1.00	ja
3161	VJ010328	1.00	ja
3163	VJ015102	1.00	ja
3164	VJ015145	1.00	ja
3165	VJ015234	1.00	ja
3166	VJ006014	1.00	en
3169	VJ011489	1.00	ja
3170	RJ01406642	1.00	ja
3177	RJ01052320	1.00	ja
3179	RJ01402588	1.00	ja
3180	VJ002783	1.00	en
3186	RJ01092432	1.00	ja
3188	VJ007600	1.00	ja
3190	VJ009629	1.00	ja
3191	VJ009262	1.00	ja
3192	VJ011539	1.00	ja
3193	VJ015624	1.00	ja
3196	VJ013642	1.00	en
3197	RJ198133	1.00	ja
3198	VJ005026	1.00	ja
3201	VJ008512	1.00	ja
3202	VJ013290	1.00	ja
3205	VJ007696	1.00	ja
3212	VJ009313	1.00	en
3213	VJ009614	1.00	ja
3214	VJ009374	1.00	ja
3215	VJ009432	1.00	en
3218	VJ008799	1.00	ja
3219	VJ008860	1.00	ja
3220	VJ008898	1.00	ja
3223	RJ277913	1.00	ja
3224	VJ015685	1.00	ja
3228	RJ082545	1.00	ja
3229	VJ012872	1.00	ja
3230	RJ048890	1.00	ja
3233	VJ004153	1.00	ja
3234	VJ012186	1.00	ja
3237	VJ015816	1.00	ja
3238	VJ003624	1.00	ja
3239	RJ178574	1.00	ja
3241	RJ165211	1.00	ja
3242	VJ007783	1.00	ja
3243	VJ007773	1.00	ja
3244	RJ061516	1.00	ja
3245	RJ117178	1.00	ja
3246	RJ141841	1.00	ja
3247	RJ022726	1.00	ja
3248	RJ168655	1.00	ja
3249	RJ190495	1.00	ja
3250	VJ002472	1.00	ja
3254	VJ004916	1.00	ja
3255	VJ004540	1.00	ja
3258	VJ005980	1.00	ja
3259	VJ012802	1.00	ja
3260	VJ004873	1.00	en
3262	VJ007299	1.00	ja
3265	VJ004262	1.00	ja
3267	RJ01296614	1.00	ja
3269	VJ007771	1.00	alias
3270	VJ005307	1.00	zh
3273	VJ001680	1.00	ja
3274	VJ001676	1.00	ja
3277	VJ003687	1.00	ja
3278	RJ221849	1.00	ja
3279	RJ01119288	1.00	ja
3280	RJ309761	1.00	ja
3281	RJ079747	1.00	ja
3282	RJ01016538	1.00	ja
3283	VJ007363	1.00	ja
3284	VJ010434	1.00	ja
3285	VJ004315	1.00	ja
3286	VJ003900	1.00	ja
3287	VJ003919	1.00	ja
3289	VJ006825	1.00	ja
3294	VJ010184	1.00	ja
3295	VJ009919	1.00	ja
3296	RJ01102278	1.00	ja
3299	VJ002428	1.00	ja
3300	VJ002790	1.00	ja
3301	VJ003815	1.00	ja
3302	VJ002672	1.00	ja
3312	VJ004516	1.00	ja
3316	VJ006915	1.00	ja
3317	VJ006916	1.00	ja
3318	VJ006950	0.84	ja
3319	VJ005529	1.00	ja
3320	VJ005061	1.00	ja
3321	VJ004933	1.00	ja
3322	VJ005018	1.00	ja
3325	VJ005226	1.00	ja
3326	RJ122353	1.00	ja
3327	VJ005191	1.00	ja
3328	RJ143790	1.00	ja
3333	VJ001514	1.00	ja
3341	VJ013898	1.00	ja
3345	RJ153032	1.00	ja
3346	RJ144838	1.00	ja
3348	RJ155521	1.00	ja
3349	RJ133765	1.00	ja
3350	RJ077791	1.00	ja
3351	RJ048404	1.00	ja
3353	VJ004335	1.00	ja
3358	RJ322557	1.00	ja
3369	VJ008382	1.00	ja
3371	VJ007573	1.00	ja
3376	RJ120993	1.00	ja
3378	VJ014777	1.00	ja
3382	VJ004825	1.00	ja
3383	VJ014680	1.00	en
3385	VJ007308	1.00	ja
3386	VJ008786	1.00	ja
3388	VJ011313	1.00	ja
3389	VJ002725	1.00	en
3390	VJ001657	1.00	ja
3392	VJ007324	1.00	alias
3393	VJ007776	1.00	ja
3394	VJ009444	1.00	ja
3395	RJ042353	1.00	ja
3398	VJ015019	1.00	ja
3402	VJ005210	1.00	ja
3403	VJ006941	1.00	en
3404	RJ01127013	1.00	ja
3405	VJ002881	1.00	en
3406	VJ008037	1.00	en
3407	VJ005991	1.00	ja
3413	VJ011680	0.76	ja
3416	VJ012941	1.00	ja
3417	VJ012942	1.00	ja
3421	VJ009870	1.00	ja
3422	VJ001896	1.00	ja
3423	VJ004907	1.00	ja
3424	RJ043916	1.00	ja
3425	VJ006050	1.00	ja
3426	RJ046144	1.00	ja
3427	RJ043117	1.00	ja
3428	VJ009042	1.00	ja
3429	VJ009530	1.00	ja
3432	RJ059877	1.00	ja
3433	VJ006544	1.00	ja
3434	VJ008965	1.00	ja
3435	VJ007471	1.00	zh
3437	VJ006717	1.00	zh
3438	VJ003531	1.00	zh
3439	VJ005004	0.86	zh
3440	VJ005250	0.75	en
3446	VJ007273	1.00	alias
3447	VJ003945	1.00	ja
3451	RJ280974	1.00	ja
3455	RJ01128163	1.00	ja
3456	RJ01071861	1.00	ja
3462	VJ011272	1.00	en
3463	VJ004284	1.00	en
3464	VJ005441	1.00	en
3468	VJ009120	1.00	en
3469	VJ011999	1.00	en
3470	VJ014641	1.00	en
3471	VJ003810	1.00	en
3472	VJ010652	1.00	en
3474	VJ012422	1.00	ja
3475	VJ012423	1.00	ja
3476	VJ011496	1.00	ja
3477	VJ011497	1.00	ja
3478	VJ013696	1.00	ja
3479	VJ015307	1.00	ja
3480	VJ013695	1.00	ja
3482	VJ012424	1.00	ja
3485	VJ015313	1.00	ja
3487	VJ013697	1.00	ja
3488	VJ015308	1.00	ja
3489	VJ015311	1.00	ja
3500	VJ013925	1.00	ja
3501	VJ010000	1.00	ja
3502	VJ007721	1.00	ja
3503	VJ010931	1.00	ja
3504	VJ011332	1.00	ja
3505	VJ008207	1.00	ja
3507	VJ006012	1.00	ja
3508	VJ007930	1.00	ja
3509	VJ010849	1.00	ja
3510	VJ013176	0.94	ja
3511	VJ015053	1.00	ja
3514	VJ005674	1.00	ja
3515	VJ009132	1.00	ja
3516	VJ010475	1.00	ja
3517	VJ010727	1.00	ja
3519	VJ014629	1.00	ja
3521	VJ008522	1.00	ja
3522	VJ011563	1.00	alias
3524	VJ011228	1.00	alias
3525	VJ012777	1.00	ja
3526	RJ132042	1.00	ja
3527	RJ378874	1.00	ja
3528	VJ008797	1.00	ja
3529	VJ013721	1.00	ja
3530	VJ013674	1.00	ja
3531	VJ013678	1.00	ja
3533	RJ076200	1.00	ja
3534	VJ007180	1.00	ja
3535	VJ008260	1.00	ja
3536	VJ009138	1.00	zh
3539	VJ012678	0.80	zh
3540	VJ012679	1.00	ja
3541	VJ011408	1.00	ja
3543	RJ159094	1.00	ja
3544	VJ004193	1.00	ja
3545	RJ036168	1.00	ja
3546	RJ01126272	1.00	ja
3547	RJ269227	1.00	ja
3550	VJ007556	1.00	ja
3553	VJ002792	1.00	ja
3554	VJ008823	1.00	ja
3556	VJ010225	1.00	ja
3557	VJ011886	1.00	ja
3559	RJ277837	1.00	ja
3560	RJ040560	1.00	ja
3561	VJ002536	1.00	ja
3562	VJ007752	1.00	ja
3563	RJ205076	1.00	ja
3565	VJ008231	1.00	ja
3567	VJ010456	1.00	ja
3568	VJ004223	1.00	ja
3569	VJ010882	1.00	ja
3570	VJ002860	1.00	ja
3571	VJ008024	1.00	ja
3573	VJ003780	1.00	ja
3574	VJ006553	1.00	ja
3575	VJ004230	1.00	ja
3576	VJ001456	1.00	ja
3577	RJ123125	1.00	ja
3578	VJ012178	1.00	ja
3579	VJ009152	1.00	ja
3580	VJ012259	1.00	ja
3581	RJ096409	1.00	ja
3585	VJ008696	1.00	ja
3586	VJ007774	1.00	ja
3590	VJ014688	1.00	alias
3592	VJ008424	1.00	ja
3593	VJ015513	1.00	ja
3596	RJ087829	1.00	ja
3597	RJ376315	1.00	ja
3604	VJ006864	1.00	ja
3605	VJ010846	1.00	ja
3606	VJ011369	1.00	ja
3607	VJ012644	1.00	ja
3608	VJ008519	1.00	ja
3612	VJ010560	1.00	ja
3613	RJ080981	1.00	ja
3614	VJ014081	1.00	ja
3615	VJ010838	1.00	en
3616	VJ010836	1.00	ja
3617	VJ014080	1.00	ja
3619	VJ010837	1.00	ja
3620	VJ010839	1.00	ja
3621	RJ156589	1.00	ja
3622	VJ004681	1.00	ja
3623	VJ013020	1.00	ja
3624	VJ007723	1.00	ja
3625	VJ009183	1.00	ja
3627	VJ004347	1.00	ja
3628	VJ004292	1.00	ja
3630	VJ006641	1.00	ja
3634	VJ011319	1.00	ja
3635	VJ009415	1.00	ja
3636	VJ010139	1.00	ja
3637	VJ013862	1.00	ja
3643	RJ308908	1.00	ja
3645	VJ009182	1.00	ja
3646	VJ007757	1.00	ja
3647	VJ015825	1.00	ja
3648	VJ006942	1.00	alias
3649	VJ006670	1.00	ja
3650	VJ006685	1.00	ja
3653	VJ002571	1.00	ja
3654	VJ015741	1.00	ja
3655	VJ014759	1.00	en
3660	VJ012955	1.00	alias
3661	RJ113804	1.00	ja
3662	VJ002457	0.60	ja
3663	VJ007846	1.00	ja
3664	VJ002458	1.00	ja
3665	VJ009307	1.00	ja
3666	VJ004742	0.67	ja
3667	VJ006195	1.00	ja
3668	VJ008044	1.00	ja
3669	VJ008036	1.00	ja
3670	RJ180707	1.00	ja
3672	VJ003832	1.00	ja
3675	VJ009150	1.00	ja
3677	VJ003500	1.00	ja
3678	VJ012302	1.00	ja
3679	VJ001348	1.00	ja
3680	VJ001337	1.00	ja
3681	VJ001334	1.00	ja
3682	VJ001344	1.00	ja
3683	VJ001329	1.00	ja
3684	VJ001342	1.00	ja
3685	VJ001277	1.00	ja
3686	VJ001330	1.00	ja
3687	VJ001331	1.00	ja
3688	VJ001887	1.00	ja
3689	VJ001340	0.71	ja
3690	VJ001347	1.00	ja
3691	VJ001336	1.00	ja
3692	VJ001338	1.00	ja
3693	VJ001341	1.00	ja
3694	VJ001332	1.00	ja
3695	VJ001333	1.00	ja
3697	VJ001346	1.00	ja
3699	VJ011518	1.00	ja
3701	VJ005801	1.00	ja
3703	RJ254337	1.00	ja
3710	RJ157436	1.00	ja
3711	RJ181356	1.00	ja
3713	VJ006718	1.00	ja
3714	RJ01034984	1.00	ja
3715	VJ007704	1.00	ja
3716	RJ01431478	1.00	ja
3717	VJ008084	1.00	ja
3719	VJ008590	1.00	ja
3720	VJ005303	1.00	ja
3721	VJ007364	1.00	ja
3722	VJ008128	1.00	ja
3724	VJ008592	1.00	ja
3725	VJ009681	1.00	ja
3726	VJ011517	1.00	ja
3727	VJ005667	1.00	ja
3728	VJ007761	1.00	ja
3729	VJ008130	1.00	ja
3730	VJ008593	1.00	ja
3731	VJ009420	1.00	ja
3732	VJ010889	1.00	ja
3734	RJ051483	1.00	ja
3735	RJ157313	1.00	ja
3737	RJ215450	1.00	ja
3738	RJ161603	1.00	ja
3739	RJ196159	1.00	ja
3740	RJ01118675	1.00	ja
3741	VJ008930	1.00	ja
3742	RJ087719	1.00	ja
3743	VJ006596	1.00	ja
3744	VJ013026	1.00	ja
3746	VJ003960	1.00	ja
3749	VJ008988	1.00	alias
3752	VJ003580	1.00	ja
3756	VJ001317	1.00	ja
3758	RJ228459	1.00	ja
3761	VJ007935	1.00	ja
3766	VJ001371	1.00	ja
3767	VJ002572	1.00	ja
3768	RJ01309519	1.00	ja
3773	VJ004902	1.00	ja
3778	VJ007352	1.00	en
3779	VJ012843	1.00	ja
3780	RJ040750	1.00	ja
3781	RJ174369	1.00	ja
3782	VJ006010	1.00	en
3785	RJ01052998	1.00	ja
3786	VJ007167	1.00	ja
3792	VJ001822	1.00	zh
3796	RJ172013	1.00	ja
3799	RJ084784	1.00	ja
3802	RJ01422252	1.00	ja
3805	RJ177880	1.00	ja
3806	RJ336042	1.00	ja
3807	RJ01053227	1.00	ja
3808	RJ133220	1.00	ja
3809	RJ251926	1.00	ja
3810	VJ010288	1.00	ja
3811	RJ155653	1.00	ja
3813	RJ01167674	1.00	ja
3815	VJ008626	1.00	en
3820	RJ245808	1.00	ja
3822	VJ004136	1.00	ja
3824	RJ157316	1.00	ja
3826	VJ004828	1.00	ja
3832	RJ318092	1.00	ja
3833	VJ005765	1.00	ja
3834	VJ011673	1.00	ja
3835	VJ011479	1.00	ja
3836	VJ012081	1.00	ja
3837	VJ012453	1.00	ja
3838	VJ010643	1.00	ja
3840	VJ012882	1.00	ja
3841	VJ013962	1.00	ja
3842	VJ007693	1.00	ja
3843	VJ008218	1.00	ja
3844	VJ007830	1.00	ja
3845	RJ266991	1.00	ja
3855	VJ011971	1.00	ja
3856	RJ141124	1.00	ja
3859	VJ011767	1.00	ja
3860	RJ01439351	1.00	ja
3862	VJ011368	1.00	ja
3872	VJ014947	1.00	ja
3873	VJ009757	1.00	ja
3874	VJ013333	1.00	ja
3883	VJ004652	1.00	ja
3884	VJ001959	1.00	ja
3885	VJ004718	1.00	ja
3886	VJ007434	1.00	ja
3887	VJ008187	1.00	ja
3888	RJ141819	1.00	ja
3893	RJ024106	1.00	ja
3894	RJ028360	1.00	ja
